0	0	0
1	1	2
1	2	3
1	4	4
2	5	4
4	6	6
4	6	6
4	9	6
4	12	8
4	12	9
5	13	9
5	14	9
6	15	10
7	17	11
7	18	11
8	19	11
10	19	11
11	21	12
11	22	12
11	22	14
12	23	14
13	26	16
14	27	17
14	29	18
14	29	21
14	32	22
14	33	22
14	33	22
14	36	22
15	37	25
17	39	26
17	41	27
19	43	28
19	43	28
19	45	30
19	45	33
19	45	35
19	47	37
19	48	38
19	50	40
20	52	43
20	53	44
21	53	44
23	54	46
24	54	46
24	54	46
27	55	46
27	57	47
27	59	47
27	61	47
29	64	48
30	64	48
30	66	48
30	67	48
30	68	49
31	69	49
31	70	51
32	70	52
32	71	53
32	71	54
32	72	55
34	73	57
36	74	58
37	75	60
37	75	61
38	75	61
38	75	62
38	76	65
39	76	65
40	77	66
40	78	66
40	78	67
40	78	67
42	80	67
45	81	67
46	83	68
48	85	69
49	86	70
50	89	70
51	89	71
52	89	71
52	90	71
53	90	71
53	91	71
55	93	72
55	93	73
56	94	74
57	94	74
57	95	76
58	96	79
60	96	80
62	96	81
62	97	82
62	98	83
64	99	84
64	99	84
66	101	84
68	102	84
68	103	84
68	104	84
68	104	84
68	104	85
70	104	87
71	104	89
71	104	90
72	105	91
72	106	92
72	107	92
73	109	92
75	110	92
75	112	92
75	113	93
75	113	93
76	113	95
76	116	96
76	117	96
76	117	96
76	117	96
78	121	97
79	122	98
79	126	100
79	126	102
79	127	103
80	128	105
80	129	105
80	129	107
81	129	108
82	130	108
82	132	109
82	133	110
82	133	110
83	135	111
83	135	112
85	136	113
88	136	113
89	136	114
90	136	114
91	138	117
91	138	118
91	138	119
92	139	120
92	141	120
94	143	122
94	143	123
95	144	123
95	146	123
96	148	125
98	148	128
98	149	129
99	149	131
100	150	132
101	151	133
101	152	133
102	152	135
102	155	135
102	156	136
102	158	138
103	159	138
104	160	141
105	164	141
105	164	143
108	165	145
109	167	146
109	168	147
109	168	147
110	169	150
112	169	150
112	171	151
112	173	153
113	173	156
113	176	156
113	176	156
113	177	159
113	177	160
114	177	160
114	177	160
114	178	161
115	179	162
115	179	162
115	180	162
116	180	163
117	181	163
117	181	165
117	182	166
117	183	166
117	183	166
117	184	166
117	184	167
118	185	171
119	186	172
119	186	173
119	190	175
122	191	177
123	192	178
123	192	179
123	193	180
123	194	182
124	195	184
125	196	184
125	197	184
126	198	185
129	199	187
129	200	188
130	200	190
130	202	191
132	204	191
133	205	191
133	205	192
133	206	194
133	208	195
133	210	195
135	210	197
135	210	197
135	210	199
138	211	199
140	212	201
140	212	202
141	214	203
141	214	203
141	216	204
141	217	205
141	218	207
142	218	208
143	219	208
143	219	209
143	219	210
144	220	211
144	220	211
144	220	212
144	222	212
144	223	214
144	225	216
145	226	217
146	227	217
147	228	219
148	228	219
149	229	221
149	229	221
149	231	223
150	231	226
150	231	226
151	231	226
152	234	226
153	234	228
154	234	228
155	236	232
158	237	233
159	237	233
159	237	235
163	238	235
163	238	235
164	239	237
165	240	237
165	241	239
168	241	239
168	242	239
168	242	239
170	245	239
170	247	239
170	247	239
171	248	240
172	248	240
172	248	240
174	250	241
175	250	244
176	251	244
176	251	244
178	251	244
181	252	244
181	253	245
183	253	245
184	255	246
184	255	248
184	256	250
185	257	250
186	258	252
187	259	254
188	260	254
189	260	255
189	261	256
189	262	258
189	263	260
189	263	261
189	263	262
189	263	262
189	263	263
189	263	265
189	263	266
193	263	266
194	266	266
194	267	266
195	267	266
196	271	267
196	272	268
197	273	269
197	275	269
198	275	270
199	275	270
199	275	272
199	276	272
199	277	272
199	278	272
199	279	273
200	280	274
200	280	275
200	280	275
202	280	276
202	280	278
202	282	278
202	286	278
202	288	278
202	289	278
202	290	279
203	291	279
204	293	281
205	294	281
209	296	284
209	298	285
210	299	286
210	301	287
212	302	287
212	303	288
213	303	288
214	304	289
214	305	289
214	307	290
214	308	290
214	309	293
214	311	294
216	314	295
217	315	295
217	317	297
218	319	299
219	319	299
220	319	299
222	319	299
222	321	300
224	324	301
224	325	302
225	326	304
225	326	305
225	327	305
226	328	305
228	329	306
229	331	306
229	334	307
229	334	310
230	336	311
231	337	313
233	337	314
233	338	315
233	340	316
234	341	317
235	341	318
236	343	318
237	344	320
238	345	321
238	347	322
238	347	322
238	350	323
240	350	323
241	350	323
243	351	324
243	352	325
245	353	325
245	354	327
246	355	328
246	355	331
248	356	331
250	356	331
250	357	331
250	358	334
250	358	335
251	359	335
252	360	337
253	361	337
255	362	338
255	362	339
255	363	341
257	364	341
257	365	344
257	366	344
257	367	345
258	369	345
258	370	345
259	370	346
259	370	348
259	370	348
259	370	349
260	371	350
261	371	350
261	372	352
262	374	354
262	375	354
263	376	354
265	376	355
267	376	357
268	377	357
268	378	360
269	381	360
272	381	360
274	381	360
274	382	362
274	383	363
274	383	363
274	383	364
274	383	365
274	383	368
275	384	369
275	386	369
278	387	371
280	387	373
281	388	373
281	390	376
281	391	376
281	391	377
281	394	378
281	395	380
282	398	384
282	399	385
284	402	386
285	402	389
286	402	390
286	404	392
287	405	393
287	406	394
289	407	394
290	412	394
290	414	396
291	416	397
293	417	398
293	417	398
293	418	400
293	418	401
294	419	402
294	420	402
295	420	402
295	422	403
295	422	405
295	422	406
296	423	406
296	423	406
297	424	408
298	427	409
298	427	411
298	429	412
298	431	413
298	431	414
299	431	416
299	432	418
301	432	418
301	432	419
301	434	420
301	435	420
302	435	420
303	436	422
304	438	422
304	438	423
304	438	425
306	438	426
308	438	427
308	439	427
309	439	427
309	440	427
312	441	429
312	442	431
314	442	433
314	444	434
314	447	436
314	449	438
315	450	440
315	452	441
316	453	441
318	454	442
319	456	442
320	456	443
322	460	444
323	460	444
323	461	447
324	462	449
325	463	449
325	464	449
325	465	450
325	466	452
325	469	454
325	470	455
327	472	459
327	472	461
327	474	463
327	476	464
328	477	466
328	478	467
328	480	468
330	481	468
331	481	469
332	481	470
334	483	471
334	487	472
335	488	474
336	489	474
336	490	474
337	490	474
337	492	474
337	493	477
338	493	477
339	495	480
339	497	481
339	497	481
340	499	487
340	501	489
340	503	490
342	504	490
342	504	490
342	504	493
344	506	496
345	509	496
345	510	497
345	510	498
346	511	498
346	513	500
348	514	500
349	516	501
349	517	503
350	518	503
350	519	504
351	521	504
352	522	506
354	523	507
354	525	507
354	526	512
355	527	512
356	528	514
356	529	515
357	530	515
358	530	516
358	531	516
358	533	518
358	533	518
358	534	519
358	535	519
358	535	519
359	538	519
359	539	520
361	541	520
361	541	521
361	542	524
361	543	524
364	543	526
364	543	528
365	543	528
365	543	530
365	544	532
