8077	-0.999948602181609	5.42	11889	-0.999938998894642	9622	-0.999992063802921
8026	-0.999592128568262	6.2	11846	-0.999917717091587	5998	-0.999955678962515
8099	-0.999513708683623	5.59	11832	-0.999801718081279	14382	-0.999834154092752
8084	-0.999488410861770	5.9	11908	-0.999711346036621	15431	-0.999787343355379
7981	-0.998837098419165	5.78	11961	-0.999612751358068	2874	-0.999544788290938
7999	-0.998703328819601	3.29	11828	-0.999554191862731	10168	-0.999469235932487
8175	-0.998558639921178	5.33	11933	-0.999235884015702	12629	-0.999127279749762
8081	-0.998313483149832	6.11	11786	-0.999218194694030	11345	-0.999098223744566
8147	-0.998164869297342	5.82	11779	-0.999216016866621	15900	-0.999034617687898
8070	-0.998124239048999	5.02	11825	-0.999162258501769	4427	-0.998652234815680
8089	-0.997965765186078	5.33	11774	-0.999156584070202	6803	-0.998546316981700
8195	-0.997662055450369	6.1	11954	-0.999080429414230	11183	-0.997987407878159
8212	-0.997534901744818	6.17	11861	-0.998837373268796	7587	-0.997837089123883
8220	-0.997377165580635	6.42	11948	-0.998766474703588	8354	-0.997743984573949
8272	-0.996588835855930	5.8	11895	-0.998687386069777	6588	-0.997576334528213
7911	-0.996471791412870	6.4	11980	-0.998548395774007	15284	-0.997523881204663
8058	-0.996432817626904	6.45	11795	-0.998528151892578	3478	-0.997458614874375
8284	-0.996163060494503	3.88	11914	-0.998423942271479	9079	-0.997296655071241
8127	-0.996121304945546	5.95	11742	-0.998328514963831	413	-0.997186307828881
8120	-0.995166843446835	6.1	11710	-0.998077800370630	6186	-0.997136621441110
8002	-0.994909483957230	5.05	12004	-0.998000847926314	14555	-0.997104385626019
7864	-0.994843339322417	3.75	11892	-0.997924241298547	8106	-0.997095117430674
7984	-0.994788651726527	5.86	11934	-0.997618825956700	2182	-0.996582707610162
7882	-0.994662734334345	5.62	11815	-0.997589066085585	11906	-0.996514872546720
8143	-0.994504221718098	5.08	12023	-0.997586722560903	14483	-0.996494649421022
8267	-0.994496014872063	5.73	11725	-0.997490425752370	8639	-0.996379988827626
8293	-0.994397247231639	4.28	11842	-0.997365906631646	14899	-0.996245545828663
8340	-0.993918025858019	6.46	12069	-0.997298389191819	152	-0.996185484693984
8180	-0.993910783641972	5.55	12031	-0.997235261763111	14645	-0.995900396749571
8348	-0.993852136681497	4.59	11890	-0.997094000825284	9976	-0.995865083162718
8098	-0.993336889181053	4.58	12106	-0.997070449176061	3336	-0.995860671770804
8226	-0.993102449459438	6.33	11811	-0.996987104178534	947	-0.995836093430404
8305	-0.992542063734712	6.31	12076	-0.996938682824104	1120	-0.995806764328436
8157	-0.992539934550420	4.26	11698	-0.996723005061159	15197	-0.995670133233335
8228	-0.992435815807463	5.55	12014	-0.996703522141736	6394	-0.995660412125884
7825	-0.992431265391823	5.32	12097	-0.996677062607833	1371	-0.995562417921507
7831	-0.992334006088983	5.5	11728	-0.996504946280510	7476	-0.995551950547585
8011	-0.992134353410137	6.49	11877	-0.996460274232670	9400	-0.995470544260921
7988	-0.991677130885413	6.39	11952	-0.996399122819228	10338	-0.995337620169425
7956	-0.991623776963719	2.86	11775	-0.996327576298385	5591	-0.995303487763942
7837	-0.991168972090476	5.74	12139	-0.996301469687295	15500	-0.995215210003109
8324	-0.991108510588807	5.81	11963	-0.996192553211848	12254	-0.995205699017598
8389	-0.991024178810103	5.08	11644	-0.996118054649462	7137	-0.995138905905722
7776	-0.990993259037577	6.18	12103	-0.995913235838785	11201	-0.995062000904914
8112	-0.990944303952675	5.3	12061	-0.995904138364660	2531	-0.994847390320503
8316	-0.990907465052163	6.08	12096	-0.995586329366138	9628	-0.994789322722386
7940	-0.990772955445362	5.51	11645	-0.995567146409157	3066	-0.994262807811453
8019	-0.990727449764615	6.21	12073	-0.995380372831906	9543	-0.993899330848210
7985	-0.990654292672325	5.93	12177	-0.995333737889757	12679	-0.993417270421175
7951	-0.990469709025320	6.48	11787	-0.995269001917215	12587	-0.993203976581669
7958	-0.990348195974134	5.66	11634	-0.995237700332487	13843	-0.993192227040074
7788	-0.990261138539306	3.78	11648	-0.995144340482737	11010	-0.993047754103252
8109	-0.990034998144242	6.49	11765	-0.995084373048836	9887	-0.993022319674830
8185	-0.989779065517109	6.4	11821	-0.994837384199028	14281	-0.992854754683908
7760	-0.989768353880552	5.59	12168	-0.994406693468469	7912	-0.992757167664734
8006	-0.989555444474897	6.16	11876	-0.994314113395846	9917	-0.992627486648417
8376	-0.989402584791455	5.94	11640	-0.994264273611723	16145	-0.992560677117087
7857	-0.989134120194021	6.34	11685	-0.994233091645210	954	-0.992492411222445
8335	-0.989038032181881	5.68	11799	-0.994220191838410	9321	-0.992376089594928
7761	-0.988999579261117	4.35	12157	-0.994128139211409	7047	-0.992355241267244
8037	-0.988929388775999	5.04	11897	-0.994014207365641	9519	-0.992219940003829
8065	-0.988842443179119	6.23	11661	-0.993999726429693	14863	-0.991936450414019
8408	-0.988473106621652	5.91	11637	-0.993999700903077	14661	-0.991856894376748
8446	-0.988467017778124	6.42	11798	-0.993901965004651	9796	-0.991855557526864
8405	-0.988301185234549	4.06	11788	-0.993744871469710	9240	-0.991819385894693
7973	-0.988285922799584	5.31	12214	-0.993700726766706	10809	-0.991580871391134
8138	-0.988151214502911	3.59	11672	-0.993544986404853	2977	-0.991377537695286
7750	-0.988125675677117	5.67	11845	-0.993507115191942	114	-0.990804807165715
7950	-0.987591814151649	4.76	11869	-0.993274586500121	6865	-0.990782417801984
8015	-0.987540298931859	6.32	12017	-0.993245023934062	16183	-0.990676294365375
7729	-0.987416516236133	4.82	12241	-0.992955324066637	16123	-0.990313822383417
7721	-0.987202491771653	5.11	11977	-0.992666212083107	12445	-0.989796493086294
8322	-0.986836570421352	6.43	12202	-0.992550458662344	13168	-0.989658726026058
7742	-0.986664647644759	6.15	11550	-0.992525726992504	6647	-0.989549330717997
8416	-0.986633697338034	5.59	11724	-0.992373889066275	11531	-0.989301789654703
7809	-0.986193223735902	6.15	11542	-0.991862700794227	2592	-0.989220479829969
7883	-0.985570079656713	3.3	11538	-0.991627058028946	6896	-0.989183917934824
8477	-0.985499255673053	4.11	11524	-0.991497961451908	7474	-0.989159851968026
8189	-0.985483779087056	6.41	12170	-0.991136667204072	3120	-0.989123020509238
7939	-0.984894339211690	6.31	11537	-0.991077889831179	11947	-0.988981421408625
8476	-0.984614694473698	6.34	12268	-0.991029074026915	13642	-0.988863462784078
8278	-0.984405900037995	6.3	11533	-0.990818398425679	15438	-0.988708362124719
7688	-0.983920297947151	6.38	12234	-0.990813566843795	13459	-0.988625091607567
8122	-0.983746932664004	6.4	11513	-0.990747377487407	14011	-0.988465183196322
7816	-0.983709579073083	5.12	11660	-0.990712796959513	9453	-0.987709838761237
7680	-0.983566951695257	5.31	11817	-0.990663891523588	13946	-0.987592291956358
7736	-0.983529779099270	6.47	12156	-0.990543423773005	6596	-0.987527365911705
7880	-0.983522217349831	5.62	12248	-0.990508029069361	5759	-0.987451880656361
8096	-0.983418173722233	5.24	11592	-0.990502475798435	15730	-0.987448896726457
8078	-0.983324975357580	5.57	12300	-0.990146692128899	11541	-0.987300970878493
8507	-0.983212624413380	3.05	11687	-0.989892651183283	4334	-0.987173890593648
8479	-0.982890384755101	5.48	11646	-0.989788134921559	6469	-0.987098906337348
7976	-0.982581481098824	5.89	11919	-0.989735414706214	7350	-0.986401089319383
7779	-0.982547746621963	6.42	12297	-0.989524948260380	7346	-0.986198040620018
8218	-0.982312974309651	5.7	11484	-0.989250653800232	3437	-0.986190857788457
7664	-0.982081062292295	4.03	11960	-0.989112127706617	15169	-0.986111723104265
8468	-0.982034661211858	5.91	11597	-0.988720792106431	12266	-0.985505252742391
8414	-0.981942483025695	5.02	11477	-0.988582402962502	2550	-0.985449220465349
8236	-0.981684179352343	5.8	12136	-0.988519371689217	1054	-0.985337771473395
8529	-0.981558219275781	5.41	11565	-0.988331890368986	5881	-0.985284829846193
8374	-0.981515651624624	5.84	12050	-0.988313598291830	15493	-0.985180865007886
8377	-0.981223538988328	6.4	12302	-0.988179036518789	9491	-0.985136233678302
7801	-0.980708731956642	6.44	11888	-0.988078109776651	13304	-0.985075359195667
7719	-0.980658601149067	6.4	11978	-0.987901965337140	6767	-0.984992149294631
8436	-0.980436402494752	5.87	12183	-0.987186897283780	14658	-0.984926943030300
7861	-0.980305008525990	4.66	12313	-0.987092280573742	8871	-0.984735102807979
7639	-0.980226904917197	6.01	11642	-0.986949517055394	9609	-0.984671846979706
7702	-0.980203839109395	4.06	11483	-0.986763270083582	12230	-0.984587029233781
7657	-0.980179177740135	4.29	12251	-0.986762630804584	188	-0.984353773302806
7632	-0.979713590154281	5.39	12212	-0.986624381165623	7299	-0.984143886638642
8448	-0.979687274901741	6.06	12385	-0.986558169848417	9494	-0.983934299219850
8491	-0.979592678585886	5.83	12147	-0.986512373988135	7675	-0.983787159838592
7703	-0.979279457460537	6.35	12275	-0.986365506805978	8995	-0.983762442927395
8478	-0.978599016042349	5.95	11896	-0.986095413375874	7414	-0.983443414736550
8216	-0.978234369040226	6.5	11520	-0.986038058409941	6048	-0.983268332316829
7745	-0.977932296914197	5.85	11435	-0.986037251213150	15691	-0.983193652062753
8174	-0.977825349681263	6.15	12390	-0.985870782119784	15806	-0.983166976349971
8544	-0.976874511942450	6.43	11981	-0.985593681251931	14717	-0.983071958865706
8010	-0.976767109252643	6.12	12320	-0.985562878470654	4560	-0.983000123393474
7848	-0.976418088368770	6.49	12242	-0.985525378355024	3620	-0.982810687125674
8566	-0.976376032938091	4.99	11486	-0.985522228842940	8268	-0.982652358009451
8511	-0.976363109706224	5.6	11868	-0.985476594883736	7930	-0.982633548907781
8001	-0.976356676809212	6.21	12382	-0.985365258157689	12236	-0.982513828084082
8489	-0.975794956110170	3.99	11622	-0.985355349365881	990	-0.982117310563288
8443	-0.975728718912291	5.5	11416	-0.985329088574478	10028	-0.982079222843238
7844	-0.975408602729818	6.04	12388	-0.985312373273532	1484	-0.981989999551293
7829	-0.975318451260380	6.45	12379	-0.985120886813171	2123	-0.981954577105010
8471	-0.975298171915740	6.49	12373	-0.984907158403522	4960	-0.981939488171625
8563	-0.975272894623588	6.41	12409	-0.984819441036049	6011	-0.981859661706440
7638	-0.975035627131698	6.42	12392	-0.984467210342357	9739	-0.981776005705626
8512	-0.974872421080131	5.61	11750	-0.984355257991784	10977	-0.981707928970088
7661	-0.974818620312198	5.93	12352	-0.984290364592128	1852	-0.981590899446783
7582	-0.974649102015958	6.32	12323	-0.984151119026400	5992	-0.981504788645414
7581	-0.974108855267986	6.11	12225	-0.983996785329175	10873	-0.981283556875637
7998	-0.974080926877325	6.26	11394	-0.983950525794986	1183	-0.981193133108417
8325	-0.973763792022851	4.93	12364	-0.983666321610314	3416	-0.981025622428446
8558	-0.973736410607631	6.32	12424	-0.983269942112757	16053	-0.980926128298271
8430	-0.973687165525127	5.77	12240	-0.983231075801531	15318	-0.980858751057493
8347	-0.973624413208809	6.03	12256	-0.982902118919166	10747	-0.980600333431735
7706	-0.973568437073695	6.49	11382	-0.982732338032854	5555	-0.980597319448125
8601	-0.973360063961114	5.24	12115	-0.982690561373190	11684	-0.980590233458379
7570	-0.972712950920194	4.96	12194	-0.982607526977710	2387	-0.980385300393004
8562	-0.972634633414741	5.93	11428	-0.982580902343060	9548	-0.980341355584594
7554	-0.972190712443490	5.86	12338	-0.982394824062424	7242	-0.980297951370373
8545	-0.971478888703376	5.04	12400	-0.982266640505099	9295	-0.980236655624636
8614	-0.971324250771461	5.87	11612	-0.982258327092937	8221	-0.980181272006315
8057	-0.971235300084642	6.23	12435	-0.982134670468689	905	-0.979942363604740
8498	-0.971143088687488	6	11355	-0.982102860598126	9536	-0.979777284181553
7726	-0.971006772526257	3.73	11353	-0.981845462208135	8822	-0.979741473748998
8649	-0.970674082389240	6.22	12465	-0.981576275262632	8755	-0.979736630327876
7733	-0.970406898760604	3.68	11796	-0.981509704348836	11901	-0.979506091382904
7633	-0.970270134962442	5.08	11853	-0.981417841692199	2062	-0.979406096656325
8623	-0.970096833661034	5.84	12426	-0.981173885685400	1123	-0.979393954679330
7878	-0.970054107517536	6.38	11348	-0.981109983143769	2126	-0.979304373280910
7533	-0.969881966926125	5.29	12282	-0.981085968662705	116	-0.979225499594181
7636	-0.969775830360723	5.56	12414	-0.980943284630890	2988	-0.979222836423298
8644	-0.969775020961258	6.23	11810	-0.980880519632379	8087	-0.978945312463812
7895	-0.969748943778414	6.24	12375	-0.980821496004438	15264	-0.978914521746504
8657	-0.969691793908968	6.41	12357	-0.980769435059795	8092	-0.978842192847824
7526	-0.969406819265693	5.98	12478	-0.980571628558911	8900	-0.978790678280214
8052	-0.969387857693687	5.8	12367	-0.980554895831938	458	-0.978444877508350
7886	-0.969357689231634	5.17	11481	-0.980539457261231	10515	-0.978246961024292
7698	-0.969339486742943	5.9	12033	-0.980473641249977	10296	-0.977849938051209
8310	-0.969181063370056	6.16	12065	-0.980463714712231	12533	-0.977665913603898
8648	-0.969010528137839	1.81	12484	-0.980293774378154	12878	-0.977651475927968
8247	-0.968748765727166	6.23	11809	-0.980164051964363	11875	-0.977504028079409
7735	-0.968746715462712	4.95	11506	-0.980145569211792	4239	-0.977000248520766
7764	-0.968745290309159	5.45	11579	-0.979990792376615	12149	-0.976941072673064
7601	-0.968393260198661	6.43	11665	-0.979796835568101	9439	-0.976912373530309
7543	-0.968385353033367	5.58	11399	-0.979554067393975	14965	-0.976906150204192
8301	-0.968051215830711	4.52	11830	-0.979517046898561	2783	-0.976881771948098
7977	-0.967894363006628	5.72	11504	-0.979378588444455	5114	-0.976799828264686
8509	-0.967697142142477	4.86	12515	-0.979369912026723	7707	-0.976703679006474
7979	-0.967644090788385	6.27	12185	-0.979169925160065	9005	-0.976558453327068
7603	-0.967527340981068	6.4	11703	-0.979166804531428	629	-0.976488703125024
8506	-0.967352675526246	6.08	12326	-0.979122581262975	4297	-0.976441287215398
8287	-0.967180317647499	6.39	11312	-0.978943290934007	10982	-0.976364312905881
7948	-0.967150648558837	5.85	11384	-0.978402636820127	15153	-0.976339554593730
7513	-0.967049371652037	3.54	12020	-0.978248214045767	5716	-0.976237039111772
8523	-0.967010740296521	6.28	12345	-0.978010212541432	250	-0.976019011690667
